time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ADX,+DI,-DI
2001-08-01,873.64,934.8,866.74,922.95,,,,148225170,,,,,,,,,,
2001-09-03,927.84,992.87,871.29,907.57,,,,297926060,,,,,,,,,,
2001-10-01,904.27,996.09,896.07,971.89,,,,178413626,,,,,,,,,,
2001-11-01,997.33,1007.74,956.11,1000.14,,,,236582006,,,,,,,,,,
2001-12-03,1002.54,1021.42,956.09,973.72,,,,152481086,,,,,,,,,,
2002-01-01,979.19,1035.89,979.19,998.36,,,,180575348,,,,,,,,,,
2002-02-01,1001.11,1104.69,992.16,1056.8,,,,192207520,,,,,,,,,,
2002-03-01,1070.87,1102.15,1068.43,1102.15,,,,77686261,,61.00852544252017,,,,61.00852544252017,,,24.404260413802902,20.526964588192502
2002-04-01,1115.32,1140.27,1089.54,1094.31,,,,177808191,,60.039533584735274,,,,,,,26.748971461179046,19.57838204320545
2002-05-01,1104.21,1117.72,1011.87,1011.87,,,,98899808,,50.88696927368241,,,,,,,24.232671692674472,24.639305943167233
2002-06-03,1021.6,1063.29,1012.21,1037.83,,,,76500270,,53.30111445554793,,,,,,,23.096042630848324,23.4836037757213
2002-07-01,1034.77,1073.07,999.66,999.66,,,,115082390,,49.452067100550515,,,,,,,21.542505942016362,23.053930850435233
2002-08-01,1009.48,1029.7,1003.35,1029.7,969.667,1122.5884807801692,816.7455192198308,46965892,150918612.9,52.36737185493463,,,,,,,20.92231826386616,22.39023072729958
2002-09-02,1035.37,1035.37,991.29,1012.46,970.9414999999999,1124.840334599229,817.0426654007709,58676669,143994383.4,50.564967173413805,,,,,,,20.01189876594536,22.60645820073455
2002-10-01,1002.96,1009.45,914.41,921.15,967.9129999999999,1123.2216202501381,812.6043797498617,96568409,140950915.55,42.267207557621504,,42.267207557621504,,,,,18.12282727910065,27.8740714660552
2002-11-01,911.21,952.69,902.19,952.69,971.8025,1121.3896618655822,822.2153381344178,77446692,138509957,45.58866383650022,,,,,,,17.22115082372255,27.691174549188784
2002-12-02,962.47,1030.54,953.15,1023.11,980.7120000000001,1119.871837539427,841.5521624605734,128106602,138976028.4,52.20085123510963,,,,,,,23.536950072456914,25.578413848180404
2003-01-01,1034.13,1078.58,1022.62,1036.65,988.6030000000001,1121.5173048885274,855.6886951114727,246778165,142355207.8,53.37410055839412,,,,,,,27.01190678541489,24.151937170841535
2003-02-03,1033.31,1033.31,989.95,995.64,995.45,1114.2508114450393,876.6491885549607,147343756,141421196.5,49.41763073150324,,,,,,,25.722674858697662,26.338142442756237
2003-03-03,1007.38,1007.38,956.34,973.71,1001.118,1103.2417064740587,898.9942935259415,353178214,154372606.75,47.39443372884306,,,,,,,24.354524189189377,28.439735825045457
2003-04-01,981.07,1029.92,973.64,992.6,1004.6005000000001,1100.3773459441006,908.8236540558996,303216273,162122161.9,49.31919882447003,51.227331096987605,,,,,7.473428505123825,25.286950790474194,26.750179750160452
2003-05-01,992.67,1037.81,962.57,1037.81,1011.1125,1096.7931292869107,925.4318707130892,501173256,172284521.7,53.686754805977756,50.70434748009172,,,,,7.30437702309222,23.294532868492762,25.801735830379176
2003-06-02,1045.02,1201.41,1045.02,1201.41,1022.5885000000001,1139.8460060753039,905.3309939246963,524837174,189605699.1,65.33016622899086,51.08224981182427,,,,,8.46857199089037,35.24248204731247,21.78275465530626
